product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,corp_count,variety_count,raw_high_price,raw_low_price
감자,2026-05-05,52480.6,59950.1,72500.0,14000.0,243030.0,334,324,10,6,8,3,75000.0,4500.0
고구마,2026-05-05,21064.6,22049.2,33500.0,8000.0,44670.0,165,161,4,4,4,3,35000.0,5000.0
냉동블루베리,2026-05-05,31625.3,31953.4,55000.0,15000.0,20866.4,1553,1417,136,26,61,5,65000.0,1600.0
단호박,2026-05-05,14112.3,14140.1,17500.0,7500.0,11516.0,82,81,1,10,11,3,17500.0,4110.0
당근,2026-05-05,24591.5,25221.6,35500.0,6000.0,263420.0,207,199,8,14,23,5,50000.0,3000.0
두릅,2026-05-05,9512.9,9690.2,32000.0,2100.0,3077.8,304,295,9,19,28,6,38000.0,1600.0
딸기,2026-05-05,10428.3,8480.5,26000.0,2000.0,2830.0,138,127,11,4,4,3,28000.0,1500.0
마늘쫑,2026-05-05,12905.9,15472.3,47600.0,2200.0,102548.1,660,459,201,27,56,4,198930.0,400.0
망고,2026-05-05,45105.9,38434.3,150000.0,17000.0,15290.0,334,329,5,13,16,5,180000.0,10000.0
복숭아,2026-05-05,31500.0,31500.0,31500.0,31500.0,15.0,1,1,0,1,1,1,31500.0,31500.0
블루베리,2026-05-05,31625.3,31953.4,55000.0,15000.0,20866.4,1553,1417,136,26,61,5,65000.0,1600.0
사과,2026-05-05,38746.2,46500.5,55000.0,25600.0,2200.0,15,13,2,2,2,1,100000.0,23300.0
산딸기,2026-05-05,25450.5,26226.6,48000.0,8600.0,3040.0,229,222,7,13,25,3,56000.0,3500.0
수박,2026-05-05,24126.5,25599.3,50000.0,4900.0,337460.0,1060,1026,34,17,23,16,58000.0,2000.0
아보카도,2026-05-05,19657.8,17780.5,28800.0,13000.0,2664.0,46,45,1,8,9,2,28800.0,10000.0
양파,2026-05-05,7472.5,7677.0,13800.0,1800.0,747140.0,641,620,21,24,38,8,17000.0,800.0
오이,2026-05-05,19000.0,19149.4,20000.0,18000.0,435.0,2,2,0,1,1,1,20000.0,18000.0
참외,2026-05-05,35136.9,38455.2,59500.0,16600.0,171179.0,3071,3006,65,9,15,5,335600.0,1000.0
참외10kg,2026-05-05,35136.9,38455.2,59500.0,16600.0,171179.0,3071,3006,65,9,15,5,335600.0,1000.0
천혜향,2026-05-05,40648.9,47267.4,67000.0,12000.0,9782.0,49,47,2,4,5,2,68000.0,11000.0
취나물,2026-05-05,17181.3,16639.3,42000.0,6000.0,23045.5,440,428,12,24,49,5,80000.0,2000.0
카라향,2026-05-05,20692.0,23767.6,51000.0,5000.0,31089.0,267,262,5,16,28,5,54000.0,4000.0
키위,2026-05-05,44218.2,42295.8,56000.0,34000.0,18311.1,169,165,4,11,16,7,61000.0,8000.0
토마토,2026-05-05,10489.7,10080.1,28000.0,3000.0,284376.0,2932,2873,59,27,46,12,122000.0,1000.0
햇감자,2026-05-05,52480.6,59950.1,72500.0,14000.0,243030.0,334,324,10,6,8,3,75000.0,4500.0
