product_name,auction_date,variety_name,unit_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,raw_high_price,raw_low_price
가죽나물,2026-05-04,가죽나물(일반),kg,5511.2,9100.0,1600.0,466.7,34,30,4,11,33600.0,1500.0
가죽나물,2026-05-04,가죽나물,kg,9228.6,25000.0,3000.0,124.5,21,20,1,4,30400.0,3000.0
가죽나물,2026-05-04,가죽나무순,kg,23791.7,24000.0,19000.0,48.0,2,2,0,2,24000.0,19000.0
가죽나물,2026-05-04,가죽,kg,4697.1,4800.0,4000.0,17.5,3,3,0,1,4800.0,4000.0
가죽나물,2026-05-04,가죽나물(표준),kg,6700.0,6700.0,6700.0,7.5,1,1,0,1,6700.0,6700.0
감자,2026-05-04,햇감자,kg,57469.9,73000.0,21000.0,85840.0,82,81,1,1,73000.0,20000.0
감자,2026-05-04,감자,kg,60374.4,72500.0,15000.0,74070.0,145,141,4,4,76000.0,13000.0
감자,2026-05-04,감자(일반),kg,61855.9,77000.0,26500.0,13730.0,31,29,2,3,77000.0,12500.0
고구마,2026-05-04,고구마,kg,22130.8,33500.0,7500.0,43440.0,201,197,4,3,35000.0,3000.0
고구마,2026-05-04,고구마(일반),kg,26960.6,30100.0,22600.0,1980.0,8,8,0,1,30100.0,22600.0
냉동블루베리,2026-05-04,블루베리,kg,33071.9,60000.0,18000.0,21075.5,1376,1326,50,25,227700.0,2300.0
냉동블루베리,2026-05-04,블루베리(일반),kg,4239.1,20600.0,2300.0,1567.7,160,92,68,2,41000.0,2300.0
냉동블루베리,2026-05-04,블루베리(국산),kg,32563.1,45000.0,24000.0,1162.0,74,72,2,3,46000.0,22000.0
냉동블루베리,2026-05-04,국산블루베리,kg,31175.7,40000.0,18200.0,531.0,32,31,1,1,40300.0,18200.0
냉동블루베리,2026-05-04,포도(블루베리),kg,34707.1,42000.0,25000.0,297.0,20,18,2,2,43000.0,20000.0
냉동블루베리,2026-05-04,블루베리(일반),.,33000.0,33000.0,33000.0,24.0,2,2,0,1,33000.0,33000.0
단호박,2026-05-04,단호박(수입),kg,13643.7,16000.0,8000.0,16329.0,118,116,2,13,16000.0,7500.0
단호박,2026-05-04,단호박,kg,13041.8,23000.0,9000.0,3168.0,29,28,1,6,23000.0,8000.0
단호박,2026-05-04,미니단호박(일반),kg,9712.0,11600.0,7500.0,568.0,10,8,2,1,13600.0,7000.0
단호박,2026-05-04,미니단호박,kg,12467.9,13500.0,12000.0,234.0,3,3,0,1,13500.0,12000.0
당근,2026-05-04,당근,kg,26032.5,35000.0,8500.0,162640.0,136,130,6,9,35000.0,4500.0
당근,2026-05-04,당근(일반),kg,26115.7,36600.0,7000.0,67640.0,102,99,3,7,37600.0,1297.0
당근,2026-05-04,흙당근,kg,29232.8,35600.0,18000.0,27360.0,37,36,1,2,35600.0,22.0
당근,2026-05-04,당근(기타),kg,4100.0,4100.0,4100.0,345.0,1,1,0,1,4100.0,4100.0
당근,2026-05-04,당근(흙당근),kg,36800.0,36800.0,36800.0,180.0,2,2,0,1,36800.0,36800.0
두릅,2026-05-04,두릅,kg,12315.4,36000.0,3000.0,2683.8,280,276,4,11,44000.0,2000.0
두릅,2026-05-04,두릅(일반),kg,8589.1,18000.0,1700.0,367.2,41,39,2,6,44000.0,1700.0
두릅,2026-05-04,두릅(표준),kg,11879.4,13900.0,10000.0,131.0,18,12,6,1,14300.0,1000.0
두릅,2026-05-04,참두릅(자연산),kg,6705.3,16000.0,3000.0,76.0,8,8,0,1,16000.0,3000.0
두릅,2026-05-04,자연산(참두릅),kg,14050.0,15000.0,7000.0,20.0,3,3,0,1,15000.0,7000.0
딸기,2026-05-04,골드베리,kg,23638.7,33000.0,9000.0,750.0,65,61,4,1,33000.0,3000.0
딸기,2026-05-04,금실(대야딸기),kg,9882.3,14600.0,5500.0,305.0,10,8,2,1,15300.0,3600.0
딸기,2026-05-04,딸기,kg,5444.9,9000.0,2000.0,136.0,7,7,0,1,9000.0,2000.0
마늘쫑,2026-05-04,마늘쫑,kg,15252.6,26000.0,2000.0,109980.3,916,667,249,29,1400100.0,600.0
마늘쫑,2026-05-04,마늘쫑(국내),kg,15849.7,18000.0,14800.0,3832.0,21,18,3,2,19000.0,2300.0
마늘쫑,2026-05-04,마늘(마늘쫑),kg,19774.2,20000.0,19000.0,3100.0,8,7,1,1,20000.0,2100.0
마늘쫑,2026-05-04,마늘쫑(기타),kg,18000.0,18000.0,18000.0,128.0,4,4,0,2,18000.0,18000.0
망고,2026-05-04,망고(일반),kg,38339.0,40000.0,35000.0,3230.0,63,63,0,1,40000.0,35000.0
망고,2026-05-04,망고(수입),kg,37883.8,45000.0,25000.0,1781.0,27,27,0,3,45000.0,25000.0
망고,2026-05-04,망고,kg,77156.4,150000.0,36000.0,665.0,36,35,1,2,155000.0,36000.0
망고,2026-05-04,망고(국산),kg,109806.1,165000.0,60000.0,619.0,33,32,1,1,180000.0,60000.0
망고,2026-05-04,청과기타,kg,40000.0,40000.0,40000.0,368.0,6,6,0,1,40000.0,40000.0
망고,2026-05-04,블랙망고수박,kg,11000.0,11000.0,11000.0,42.0,1,1,0,1,11000.0,11000.0
방울토마토,2026-05-04,방울토마토,kg,12570.7,33000.0,4000.0,45230.0,438,432,6,13,36000.0,2500.0
방울토마토,2026-05-04,대추토마토,kg,15137.1,26500.0,6600.0,1980.0,24,22,2,1,27000.0,5100.0
방울토마토,2026-05-04,대추흑색,kg,9132.3,9500.0,4000.0,1450.0,14,12,2,1,9800.0,3000.0
방울토마토,2026-05-04,방울토마토(요요),kg,9580.2,10000.0,8000.0,804.0,5,5,0,1,10000.0,8000.0
방울토마토,2026-05-04,요요방울토마토,kg,11392.4,12500.0,8500.0,446.0,6,6,0,1,12500.0,8500.0
블루베리,2026-05-04,블루베리,kg,33071.9,60000.0,18000.0,21075.5,1376,1326,50,25,227700.0,2300.0
블루베리,2026-05-04,블루베리(일반),kg,4239.1,20600.0,2300.0,1567.7,160,92,68,2,41000.0,2300.0
블루베리,2026-05-04,블루베리(국산),kg,32563.1,45000.0,24000.0,1162.0,74,72,2,3,46000.0,22000.0
블루베리,2026-05-04,국산블루베리,kg,31175.7,40000.0,18200.0,531.0,32,31,1,1,40300.0,18200.0
블루베리,2026-05-04,포도(블루베리),kg,34707.1,42000.0,25000.0,297.0,20,18,2,2,43000.0,20000.0
블루베리,2026-05-04,블루베리(일반),.,33000.0,33000.0,33000.0,24.0,2,2,0,1,33000.0,33000.0
사과,2026-05-04,사과,kg,39315.1,45000.0,18000.0,3110.0,15,13,2,3,85000.0,11000.0
산딸기,2026-05-04,산딸기,kg,28872.9,48500.0,8000.0,3896.7,251,245,6,14,51000.0,6000.0
산딸기,2026-05-04,흑산딸기,kg,16822.9,20000.0,12800.0,327.5,24,22,2,2,21000.0,11200.0
산딸기,2026-05-04,산딸기(딸기),kg,17947.3,29000.0,13000.0,71.4,4,4,0,1,29000.0,13000.0
산딸기,2026-05-04,산딸기(국산),kg,32500.0,33000.0,32000.0,20.0,2,2,0,1,33000.0,32000.0
수박,2026-05-04,수박,kg,18842.4,49000.0,5000.0,76408.5,229,222,7,7,51000.0,2000.0
수박,2026-05-04,수박(BOX),kg,31890.7,50000.0,10000.0,67796.0,203,199,4,1,51000.0,7000.0
수박,2026-05-04,수박(BOX꼭지절단),kg,34620.1,49000.0,14000.0,55561.0,138,135,3,1,50000.0,10000.0
수박,2026-05-04,수박(꼭지절단),kg,19291.1,34200.0,4600.0,35558.0,137,131,6,2,35000.0,2600.0
수박,2026-05-04,수박(일반꼭지절단),kg,21095.8,32000.0,9000.0,32664.0,84,80,4,1,32000.0,4000.0
수박,2026-05-04,수박(일반),kg,16933.6,34000.0,4000.0,26323.0,93,90,3,4,34500.0,3000.0
수박,2026-05-04,포장수박,kg,34709.7,51300.0,9000.0,23014.0,144,139,5,5,55300.0,5000.0
수박,2026-05-04,수박(짧은꼭지),kg,20839.5,32000.0,8000.0,21835.0,68,67,1,1,32000.0,6000.0
수박,2026-05-04,수박(박스),kg,23949.2,43000.0,6000.0,20686.0,90,89,1,1,43000.0,5000.0
수박,2026-05-04,수박(BOX꼭지),kg,32675.3,52000.0,15000.0,15647.0,46,44,2,1,54000.0,13000.0
수박,2026-05-04,수박(일반)(꼭지절단),kg,24242.0,29000.0,7000.0,7672.0,36,34,2,1,29000.0,3000.0
수박,2026-05-04,수박(수박),kg,12803.8,18000.0,5000.0,6635.0,16,14,2,1,21000.0,4000.0
수박,2026-05-04,수박(꼭지),kg,13086.0,18500.0,7500.0,6598.0,15,14,1,1,18500.0,4000.0
수박,2026-05-04,수박(꼭지 제거),kg,21416.0,29800.0,17500.0,2871.0,14,12,2,1,31000.0,15600.0
수박,2026-05-04,수박(박스2),kg,29203.4,36000.0,19000.0,2618.0,13,12,1,1,36000.0,17000.0
수박,2026-05-04,수박(망고),kg,18311.8,22000.0,7000.0,2040.0,9,9,0,1,22000.0,7000.0
수박,2026-05-04,꼭지절단수박,kg,27021.7,29000.0,26500.0,575.0,4,4,0,1,29000.0,26500.0
쑥,2026-05-04,쑥(일반),kg,11868.9,30000.0,3000.0,614.3,53,51,2,12,50000.0,2500.0
쑥,2026-05-04,쑥,kg,6184.6,11000.0,2000.0,435.5,29,23,6,8,46000.0,1600.0
쑥,2026-05-04,기타엽채(쑥),kg,12552.6,14000.0,11000.0,152.0,3,3,0,1,14000.0,11000.0
쑥,2026-05-04,쑥(기타),kg,6000.0,6000.0,6000.0,40.0,1,1,0,1,6000.0,6000.0
아보카도,2026-05-04,아보카도(수입),kg,19827.9,26280.0,14000.0,2712.8,55,53,2,8,38400.0,13000.0
아보카도,2026-05-04,아보카도,kg,17682.9,20000.0,17000.0,492.0,14,14,0,1,20000.0,17000.0
아보카도,2026-05-04,아보카도(일반),kg,21294.1,28800.0,20000.0,476.0,5,5,0,3,28800.0,20000.0
양파,2026-05-04,양파,kg,8020.2,15000.0,2300.0,292184.0,279,274,5,15,19320.0,1100.0
양파,2026-05-04,양파(일반),kg,8559.9,14500.0,3300.0,280851.0,251,245,6,11,18000.0,1000.0
양파,2026-05-04,양파(하우스),kg,9875.1,11500.0,4000.0,264087.0,128,124,4,1,11800.0,3000.0
양파,2026-05-04,양파(조생),kg,6829.5,7600.0,4100.0,219000.0,114,110,4,1,8900.0,3300.0
양파,2026-05-04,양파조생,kg,6351.7,8500.0,4000.0,173985.0,77,75,2,2,9200.0,3800.0
양파,2026-05-04,조생양파,kg,9956.6,11800.0,4000.0,29665.0,33,31,2,1,12100.0,3000.0
양파,2026-05-04,잎양파,kg,2637.8,3500.0,1200.0,21951.5,44,43,1,5,3500.0,300.0
양파,2026-05-04,양파(양파),kg,4941.7,6200.0,4500.0,5013.0,7,7,0,1,6200.0,4500.0
양파,2026-05-04,망양파,kg,10000.0,10000.0,10000.0,1200.0,2,2,0,1,10000.0,10000.0
오렌지,2026-05-04,오렌지,kg,68800.0,84000.0,65000.0,75.0,3,3,0,1,84000.0,65000.0
오이,2026-05-04,오이기타,kg,20111.1,21000.0,19000.0,450.0,2,2,0,1,21000.0,19000.0
참외,2026-05-04,참외,kg,42808.1,61200.0,20000.0,171347.0,2967,2910,57,9,405500.0,1000.0
참외,2026-05-04,꿀스타,kg,52243.2,76500.0,15000.0,9620.0,117,115,2,1,81500.0,10000.0
참외,2026-05-04,참외(일반),kg,44579.9,60000.0,23000.0,9010.0,229,226,3,1,68000.0,23000.0
참외,2026-05-04,참외(참외),kg,35395.7,46000.0,25000.0,1390.0,59,57,2,1,51000.0,24000.0
참외,2026-05-04,알찬꿀,kg,45584.4,52500.0,25000.0,770.0,29,28,1,1,53000.0,25000.0
참외,2026-05-04,누리꿀,kg,63703.4,67000.0,53500.0,590.0,11,9,2,1,67500.0,52000.0
참외10kg,2026-05-04,참외,kg,42808.1,61200.0,20000.0,171347.0,2967,2910,57,9,405500.0,1000.0
참외10kg,2026-05-04,꿀스타,kg,52243.2,76500.0,15000.0,9620.0,117,115,2,1,81500.0,10000.0
참외10kg,2026-05-04,참외(일반),kg,44579.9,60000.0,23000.0,9010.0,229,226,3,1,68000.0,23000.0
참외10kg,2026-05-04,참외(참외),kg,35395.7,46000.0,25000.0,1390.0,59,57,2,1,51000.0,24000.0
참외10kg,2026-05-04,알찬꿀,kg,45584.4,52500.0,25000.0,770.0,29,28,1,1,53000.0,25000.0
참외10kg,2026-05-04,누리꿀,kg,63703.4,67000.0,53500.0,590.0,11,9,2,1,67500.0,52000.0
천혜향,2026-05-04,천혜향,kg,40409.9,65000.0,10000.0,4372.0,52,50,2,3,66000.0,7000.0
취나물,2026-05-04,취나물(일반),kg,17578.5,32000.0,8000.0,11964.0,230,224,6,19,35000.0,3000.0
취나물,2026-05-04,취나물,kg,15002.4,45000.0,7700.0,11558.0,196,192,4,16,57500.0,3000.0
취나물,2026-05-04,생취나물,kg,16480.3,24000.0,11500.0,3028.0,50,48,2,4,24100.0,11000.0
취나물,2026-05-04,취나물(표준),kg,22993.6,23600.0,21900.0,376.0,6,6,0,1,23600.0,21900.0
취나물,2026-05-04,취나물(취나물),kg,12772.7,13000.0,12500.0,220.0,3,3,0,1,13000.0,12500.0
취나물,2026-05-04,참취나물,kg,15209.3,19300.0,14000.0,216.0,6,6,0,1,19300.0,14000.0
카라향,2026-05-04,카라향,kg,24601.2,50000.0,7000.0,32855.0,244,236,8,18,616000.0,4000.0
카라향,2026-05-04,카라향(만감),kg,37472.9,50000.0,20000.0,5143.0,17,16,1,1,50000.0,18000.0
카라향,2026-05-04,만감(카라향),kg,22724.9,41000.0,12000.0,2619.0,24,22,2,1,42000.0,8500.0
카라향,2026-05-04,카라향(남진해),kg,39616.5,53800.0,20000.0,2048.0,11,10,1,1,53800.0,19000.0
카라향,2026-05-04,감귤(카라향),kg,9733.7,11000.0,8000.0,845.0,5,5,0,1,11000.0,8000.0
키위,2026-05-04,참다래수입(골드),kg,40666.7,43000.0,40000.0,8640.0,4,3,1,1,43000.0,6400.0
키위,2026-05-04,골드키위(수입),kg,44431.1,48000.0,38000.0,6694.4,110,107,3,8,49000.0,37440.0
키위,2026-05-04,키위(수입),kg,42335.2,60000.0,16000.0,4413.7,83,81,2,7,63000.0,10000.0
키위,2026-05-04,참다래(수입),kg,42000.0,42000.0,42000.0,288.0,6,6,0,1,42000.0,42000.0
토마토,2026-05-04,토마토,kg,10363.9,26500.0,3000.0,204930.5,2119,2075,44,18,138500.0,1100.0
토마토,2026-05-04,토마토(적색),kg,8883.9,11000.0,6000.0,91200.0,294,292,2,1,11000.0,5000.0
토마토,2026-05-04,토마토(일반),kg,13797.0,32000.0,3100.0,73788.0,1070,1043,27,15,215200.0,1600.0
토마토,2026-05-04,토마토대저,kg,11506.0,25000.0,2000.0,28980.5,643,636,7,1,40000.0,2000.0
토마토,2026-05-04,대저토마토,kg,9355.0,19000.0,3500.0,13917.5,351,346,5,2,23000.0,3000.0
토마토,2026-05-04,토마토(도색),kg,23430.2,35000.0,7300.0,9578.0,74,73,1,1,37000.0,7300.0
토마토,2026-05-04,흑토마토,kg,10341.9,16500.0,4500.0,8688.0,96,94,2,8,17000.0,4000.0
토마토,2026-05-04,완숙토마토,kg,11118.0,21000.0,4000.0,5542.5,103,100,3,1,22000.0,3500.0
토마토,2026-05-04,토마토일반,kg,11588.3,26000.0,3000.0,3807.5,56,55,1,1,27000.0,3000.0
토마토,2026-05-04,토마토(토마토),kg,8221.7,22000.0,4000.0,2920.0,37,29,8,1,23000.0,3000.0
토마토,2026-05-04,도테랑,kg,12542.9,13500.0,10100.0,1050.0,6,6,0,1,13500.0,10100.0
토마토,2026-05-04,토마토(기타),kg,10215.1,11000.0,8500.0,344.0,7,7,0,2,11000.0,8500.0
햇감자,2026-05-04,햇감자,kg,57469.9,73000.0,21000.0,85840.0,82,81,1,1,73000.0,20000.0
햇감자,2026-05-04,감자,kg,60374.4,72500.0,15000.0,74070.0,145,141,4,4,76000.0,13000.0
햇감자,2026-05-04,감자(일반),kg,61855.9,77000.0,26500.0,13730.0,31,29,2,3,77000.0,12500.0
