date,rank,product_name,slot,search_ratio,shopping_ratio
2026-05-11,1,스승의날선물,pm,100.0,100.0
2026-05-11,2,쌀20kg,pm,9.68581,82.15547
2026-05-11,3,닭가슴살,pm,36.96055,75.53003
2026-05-11,4,오메가3,pm,33.89374,74.82332
2026-05-11,5,참외,pm,16.48574,68.81625
2026-05-11,6,쌀10kg,pm,13.73731,80.58252
2026-05-11,7,창억떡,pm,66.98108,79.3959
2026-05-11,8,마늘쫑,pm,16.58897,76.69902
2026-05-11,9,생수,pm,16.89607,70.01078
2026-05-11,10,올리브오일,pm,20.54839,61.59654
2026-05-11,11,계란,pm,72.38315,85.45176
2026-05-11,12,콜라겐,pm,32.37959,83.46094
2026-05-11,13,콘드로이친,pm,65.15016,81.77641
2026-05-11,14,카네이션쿠키,pm,23.40501,78.10107
2026-05-11,15,유산균,pm,74.26692,77.64165
2026-05-11,16,루테인,pm,35.22313,83.36079
2026-05-11,17,사과,pm,75.36429,83.36079
2026-05-11,18,감자,pm,51.79872,83.19604
2026-05-11,19,뉴케어,pm,81.73952,80.72487
2026-05-11,20,커피원두,pm,22.26775,80.39538
